title,author,description,target,isbn13
letter to my daughter,Maya Angelou,reminiscences appreciations poems author “i know caged bird sings”,letter to my daughter reminiscences appreciations poems author “i know caged bird sings”,9781400066124
the audacity of hope,Barack Obama,presidentelect asks americans move beyond political divisions,the audacity of hope presidentelect asks americans move beyond political divisions,9780307455871
fleeced,Dick Morris and Eileen McGann,americans fleeced government business labor unions lobbyists,fleeced americans fleeced government business labor unions lobbyists,9780061547751
against medical advice,James Patterson and Hal Friedman,family’s struggle get treatment son’s tourette’s syndrome,against medical advice family’s struggle get treatment son’s tourette’s syndrome,9780316024754
my stroke of insight,Jill Bolte Taylor,brain scientist shares learned 1996 stroke,my stroke of insight brain scientist shares learned 1996 stroke,9780670020744
multiple blessings,"Jon Gosselin, Kate Gosselin and Beth Carson",couple sextuplets,multiple blessings couple sextuplets,9780310289029
the rise of barack obama,Pete Souza,photographs obama’s career first day us senate pennsylvania primary last april,the rise of barack obama photographs obama’s career first day us senate pennsylvania primary last april,9781600781636
the rise of barack obama,Pete Souza,photographs obama’s career first day us senate pennsylvania primary last april,the rise of barack obama photographs obama’s career first day us senate pennsylvania primary last april,9781600781636
john lennon,Philip Norman,life beatles beyond author “shout” first published 2008,john lennon life beatles beyond author “shout” first published 2008,9780060754013
john lennon,Philip Norman,life beatles beyond author “shout” first published 2008,john lennon life beatles beyond author “shout” first published 2008,9780060754013
the longest trip home,John Grogan,memoir growing catholic author “marley me”,the longest trip home memoir growing catholic author “marley me”,9780061713248
change we can believe in,with a foreword  Barack Obama,speeches policy proposals obama’s presidential campaign,change we can believe in speeches policy proposals obama’s presidential campaign,9780307460455
the nine,Jeffrey Toobin,inside secret world supreme court,the nine inside secret world supreme court,9781400096794
musicophilia,Oliver Sacks,neurologist author “awakenings” examines interaction music brain,musicophilia neurologist author “awakenings” examines interaction music brain,9781400040810
"animal, vegetable, miracle",Barbara Kingsolver and Camille Kingsolver,novelist family spend year eating homegrown local food,"animal, vegetable, miracle novelist family spend year eating homegrown local food",9780060852566
obama’s challenge,Robert Kuttner,next president handle current economic crisis,obama’s challenge next president handle current economic crisis,9781603580793
rigged,Ben Mezrich,young trader mercantile exchange manhattan conspires revolutionize oiltrading industry,rigged young trader mercantile exchange manhattan conspires revolutionize oiltrading industry,9780061252730
the tale of despereaux,Kate DiCamillo,mouse rat girl magic trip,the tale of despereaux mouse rat girl magic trip,9780763625290
yes we can,Garen Thomas,obama biography,yes we can obama biography,9780312537098
barack obama,Roberta Edwards,biography “skinny kid” presidentelect,barack obama biography “skinny kid” presidentelect,9780448447995
thanks for thanksgiving,Julie Markes,matters thanksgiving,thanks for thanksgiving matters thanksgiving,9780060510985
the littlest pilgrim,Brandi Dougherty,girl colonial america,the littlest pilgrim girl colonial america,9780545053723
the alchemyst,Michael Scott,twins must help immortal alchemist protect book spells evil sorcerer,the alchemyst twins must help immortal alchemist protect book spells evil sorcerer,9780385736008
rough weather,Robert B Parker,boston private eye spenser gets involved gunman kidnaps bride wedding private island,rough weather boston private eye spenser gets involved gunman kidnaps bride wedding private island,9780399155192
a lion among men,Gregory Maguire,looming civil war oz seen eyes cowardly lion book 3 wicked years,a lion among men looming civil war oz seen eyes cowardly lion book 3 wicked years,9780060548926
santa clawed,Rita Mae Brown & Sneaky Pie Brown,holidays approach monks start turning dead crozet va mrs murphy mystery,santa clawed holidays approach monks start turning dead crozet va mrs murphy mystery,9780553807066
a most wanted man,John le Carré,intelligence agencies converge hamburg young muslim man mysterious connections shows,a most wanted man intelligence agencies converge hamburg young muslim man mysterious connections shows,9781416594888
a cedar cove christmas,Debbie Macomber,pregnant woman shows cedar cove christmas eve goes labor room stable,a cedar cove christmas pregnant woman shows cedar cove christmas eve goes labor room stable,9780778325918
one fifth avenue,Candace Bushnell,worlds gossip theater hedge funds one address common,one fifth avenue worlds gossip theater hedge funds one address common,9781401301613
i hate your guts,Jim Norton,humorous essays mostly people norton dislikes,i hate your guts humorous essays mostly people norton dislikes,9781416587859
pieces of my heart,Robert J Wagner and Scott Eyman,movie stars memoir life marriages work originally published 2008,pieces of my heart movie stars memoir life marriages work originally published 2008,9780061373312
pieces of my heart,Robert J Wagner and Scott Eyman,movie stars memoir life marriages work originally published 2008,pieces of my heart movie stars memoir life marriages work originally published 2008,9780061373312
tried by war,James M McPherson,abraham lincoln commander chief author “battle cry freedom”,tried by war abraham lincoln commander chief author “battle cry freedom”,9781594201912
the black swan,Nassim Nicholas Taleb,role unexpected,the black swan role unexpected,9781400063512
the year of living biblically,A J Jacobs,secular author’s attempt obey bible literally possible,the year of living biblically secular author’s attempt obey bible literally possible,9780743291484
born standing up,Steve Martin,martin writer actor recalls years standup comedian early 1960s 1981,born standing up martin writer actor recalls years standup comedian early 1960s 1981,9781416553656
