genre,title,author,description,isbn13,weeks,rating,target
Children’s Chapter Books,"middle school, the worst years of my life",James Patterson and Chris Tebbetts,rafe breaks every rule book,9780316101875,9,,"middle school, the worst years of my life James Patterson and Chris Tebbetts rafe breaks every rule book"
Children’s Chapter Books,michael vey: the prisoner of cell 25,Richard Paul Evans,powers prove dangerous,9781451656503,3,,michael vey: the prisoner of cell 25 Richard Paul Evans powers prove dangerous
Children’s Chapter Books,never have i ever,Sara Shepard,emma’s investigation twin sister’s murder continues,9780061869723,4,,never have i ever Sara Shepard emma’s investigation twin sister’s murder continues
Children’s Chapter Books,theodore boone: the abduction,John Grisham,“kid lawyer” uses legal skills find missing friend,9780525425571,12,,theodore boone: the abduction John Grisham “kid lawyer” uses legal skills find missing friend
Children’s Chapter Books,i am number four,Pittacus Lore,members another civilization live secretly among earthdwellers,9780061969553,8,,i am number four Pittacus Lore members another civilization live secretly among earthdwellers
Children’s Chapter Books,moon over manifest,Clare Vanderpool,newbery winner 12yearold abilene solves mystery depressionera kansas,9780385738835,3,,moon over manifest Clare Vanderpool newbery winner 12yearold abilene solves mystery depressionera kansas
Children’s Chapter Books,witch and wizard,James Patterson and Gabrielle Charbonnet,sister brother flex new powers witch wizard book,9780316036252,7,,witch and wizard James Patterson and Gabrielle Charbonnet sister brother flex new powers witch wizard book
Children’s Chapter Books,tiger’s curse,Colleen Houck,kelsey must help indian prince break curse turned white tiger,9781402784033,1,,tiger’s curse Colleen Houck kelsey must help indian prince break curse turned white tiger
Children’s Chapter Books,across the universe,Beth Revis,spaceship godspeed travels new earth carrying 100 frozen people,9781595143976,2,,across the universe Beth Revis spaceship godspeed travels new earth carrying 100 frozen people
Children’s Chapter Books,matched,Ally Condie,dystopian romance girl rebels deterministic future society,9780525423645,9,,matched Ally Condie dystopian romance girl rebels deterministic future society
Children’s Chapter Books,burning up,"Joe, Kevin and Nick Jonas",jonas brothers band tour words pictures,9781423120292,2,,"burning up Joe, Kevin and Nick Jonas jonas brothers band tour words pictures"
Children’s Chapter Books,diary of a wimpy kid,Jeff Kinney,travails adolescence cartoons,9780810993136,85,,diary of a wimpy kid Jeff Kinney travails adolescence cartoons
Children’s Chapter Books,diary of a wimpy kid: rodrick rules,Jeff Kinney,greg embarrassed vacation sequel “diary wimpy kid”,9780810994737,46,,diary of a wimpy kid: rodrick rules Jeff Kinney greg embarrassed vacation sequel “diary wimpy kid”
Children’s Chapter Books,the maze of bones,Rick Riordan,brother sister hunt source family’s power book 1 new series “the 39 clues”,9780545060394,12,,the maze of bones Rick Riordan brother sister hunt source family’s power book 1 new series “the 39 clues”
Children’s Chapter Books,the graveyard book,Neil Gaiman,avoid killer boy lives cemetery,9780060530921,9,,the graveyard book Neil Gaiman avoid killer boy lives cemetery
Children’s Chapter Books,paula deen’s my first cookbook,Paula Deen with Martha Nesbit,recipes young,9781416950332,8,,paula deen’s my first cookbook Paula Deen with Martha Nesbit recipes young
Children’s Chapter Books,the hunger games,Suzanne Collins,dystopian future girl fights survival live tv,9780439023481,12,,the hunger games Suzanne Collins dystopian future girl fights survival live tv
Children’s Chapter Books,the invention of hugo cabret,Brian Selznick,orphan deciphers father’s last message,9780439813785,85,,the invention of hugo cabret Brian Selznick orphan deciphers father’s last message
Children’s Chapter Books,thirteen reasons why,Jay Asher,committing suicide girl sends explanatory audiotapes 13 people,9781595141712,9,,thirteen reasons why Jay Asher committing suicide girl sends explanatory audiotapes 13 people
Children’s Chapter Books,identical,Ellen Hopkins,incest drug abuse come twin daughters political family,9781416950059,10,,identical Ellen Hopkins incest drug abuse come twin daughters political family
Children’s Chapter Books,warriors: cats of the clans,Erin Hunter,guide characters warriors series,9780061458569,1,,warriors: cats of the clans Erin Hunter guide characters warriors series
Children’s Chapter Books,the magician,Michael Scott,twins must stop evil sorcerer sequel “the alchemyst”,9780385733588,1,,the magician Michael Scott twins must stop evil sorcerer sequel “the alchemyst”
Children’s Chapter Books,lock and key,Sarah Dessen,freespirited high school girl sent live wealthy older sister,9780670010882,10,,lock and key Sarah Dessen freespirited high school girl sent live wealthy older sister
Children’s Chapter Books,seekers: the quest begins,Erin Hunter,adventures three bear cubs,9780060871222,5,,seekers: the quest begins Erin Hunter adventures three bear cubs
Children’s Chapter Books,the absolutely true diary of a part-time indian,Sherman Alexie.,boy leaves reservation allwhite school,9780316013680,32,,the absolutely true diary of a part-time indian Sherman Alexie. boy leaves reservation allwhite school
Children’s Chapter Books,the mysterious benedict society and the perilous journey,Trenton Lee Stewart,society one week save mr benedict,9780316057806,3,,the mysterious benedict society and the perilous journey Trenton Lee Stewart society one week save mr benedict
Children’s Chapter Books,little brother,Cory Doctorow,teenage hacker takes government america becomes police state,9780765319852,7,,little brother Cory Doctorow teenage hacker takes government america becomes police state
Children’s Middle Grade E-Book,the hammer of thor,Rick Riordan,magnus chase friends must find thor’s signature accessory,9781484758595,11,,the hammer of thor Rick Riordan magnus chase friends must find thor’s signature accessory
Children’s Middle Grade E-Book,the girl who drank the moon,Kelly Barnhill,sacrificial girl saved good witch,9781616206567,3,,the girl who drank the moon Kelly Barnhill sacrificial girl saved good witch
Children’s Middle Grade E-Book,wonder,R.J. Palacio,boy facial deformity starts school,9780375899881,55,,wonder R.J. Palacio boy facial deformity starts school
Children’s Middle Grade E-Book,serafina and the black cloak,Robert Beatty,1899 children go missing sumptuous vanderbilt estate,9781484715116,22,,serafina and the black cloak Robert Beatty 1899 children go missing sumptuous vanderbilt estate
Children’s Middle Grade E-Book,the hidden oracle,Rick Riordan,apollo sets restore tarnished reputation,9781484736678,33,,the hidden oracle Rick Riordan apollo sets restore tarnished reputation
Children’s Middle Grade E-Book,the sword of summer,Rick Riordan,teenager sets retrieve ancient norse sword,9781484719329,48,,the sword of summer Rick Riordan teenager sets retrieve ancient norse sword
Children’s Middle Grade E-Book,out of my mind,Sharon M. Draper,brilliant girl cerebral palsy longs speak,9781416980452,12,,out of my mind Sharon M. Draper brilliant girl cerebral palsy longs speak
Children’s Middle Grade E-Book,woof,Spencer Quinn,,9780545643337,2,,
Children’s Middle Grade E-Book,the finisher,David Baldacci,vega jane looks friends mysterious disappearance,9780545652360,13,,the finisher David Baldacci vega jane looks friends mysterious disappearance
Children’s Middle Grade E-Book,the keeper,David Baldacci,escape wormwood vega jane delph must cross sinister landscape,9780545833158,20,,the keeper David Baldacci escape wormwood vega jane delph must cross sinister landscape
Children’s Middle Grade Hardcover,rowley jefferson's awesome friendly adventure,Jeff Kinney,roland garg barbarian embark quest save rolands mom white warlock,9781419749094,13,,rowley jefferson's awesome friendly adventure Jeff Kinney roland garg barbarian embark quest save rolands mom white warlock
Children’s Middle Grade Hardcover,the one and only bob,Katherine Applegate.,sequel one ivan bob sets dangerous journey search longlost sister,9780062991317,26,,the one and only bob Katherine Applegate. sequel one ivan bob sets dangerous journey search longlost sister
Children’s Middle Grade Hardcover,bill nye's great big world of science,Bill Nye and Gregory Mone,everything need know science 30 experiments,9781419746765,1,,bill nye's great big world of science Bill Nye and Gregory Mone everything need know science 30 experiments
Children’s Middle Grade Hardcover,wonder,R.J. Palacio,boy facial deformity starts school,9780375869020,272,,wonder R.J. Palacio boy facial deformity starts school
Children’s Middle Grade Hardcover,refugee,Alan Gratz,three children three different conflicts look safe,9780545880831,116,,refugee Alan Gratz three children three different conflicts look safe
Children’s Middle Grade Hardcover,becoming muhammad ali,James Patterson and Kwame Alexander,biographical novel prolific boxing champion,9780316498166,4,,becoming muhammad ali James Patterson and Kwame Alexander biographical novel prolific boxing champion
Children’s Middle Grade Hardcover,a tale of witchcraft...,Chris Colfer,sequel “a tale magic” mysterious new witch arrives academy dark intentions,9780316523561,5,,a tale of witchcraft... Chris Colfer sequel “a tale magic” mysterious new witch arrives academy dark intentions
Children’s Middle Grade Hardcover,the complete baking book for young chefs,America's Test Kitchen Kids,one hundred plus kidtested baking recipes,9781492677697,28,,the complete baking book for young chefs America's Test Kitchen Kids one hundred plus kidtested baking recipes
Children’s Middle Grade Hardcover,diary of an awesome friendly kid,Jeff Kinney,greg’s best friend rowley jefferson writes diary,9781419740275,80,,diary of an awesome friendly kid Jeff Kinney greg’s best friend rowley jefferson writes diary
Children’s Middle Grade Hardcover,the complete cookbook for young chefs,America's Test Kitchen Kids,100 kidtested recipes americas test kitchen,9781492670025,81,,the complete cookbook for young chefs America's Test Kitchen Kids 100 kidtested recipes americas test kitchen
Children’s Middle Grade Hardcover,wings of fire: legends: dragonslayer,Tui T. Sutherland,ivy leaf wren fight survival human race dragons,9781338214604,4,,wings of fire: legends: dragonslayer Tui T. Sutherland ivy leaf wren fight survival human race dragons
Children’s Middle Grade Hardcover,ali cross,James Patterson,ali cross investigates disappearance close friend,9780316530415,18,,ali cross James Patterson ali cross investigates disappearance close friend
Children’s Middle Grade Hardcover,a tale of magic...,Chris Colfer,world magic outlawed women forbidden read brystal evergreen defies odds,9780316523479,21,,a tale of magic... Chris Colfer world magic outlawed women forbidden read brystal evergreen defies odds
Children’s Middle Grade Hardcover,if we were giants,Dave Matthews and Clete Barrett Smith,exposing whereabouts former home takers kirra must find strength make sure doesn’t happen new one,9781484778715,4,,if we were giants Dave Matthews and Clete Barrett Smith exposing whereabouts former home takers kirra must find strength make sure doesn’t happen new one
Children’s Middle Grade Hardcover,a wolf called wander,Rosanne Parry.,young wolf named swift embarks perilous journey,9780062895936,29,,a wolf called wander Rosanne Parry. young wolf named swift embarks perilous journey
